"fishtech","education","rank_one","sos","info","own"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"no_formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"no_formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"no_formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"higher","weather",1,1,"1"
1,"no_formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"higher","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"no_formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"no_formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"no_formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"no_formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"no_formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"no_formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
0,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",1,1,"1"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"higher","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"no_formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"no_formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"higher","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"higher","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"no_formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"no_formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
0,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",0,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"no_formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"higher","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"no_formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"no_formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"no_formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"no_formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"no_formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"no_formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"no_formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"no_formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"no_formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"no_formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"higher","weather",1,0,"2"
1,"no_formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
1,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
0,"formal","weather",1,0,"2"
